pdb,uniprot_id,database,reason
AF-D5FHK2-model,D5FHK2,afdb,explicit_uniprot_removal
AF-D3U434-model,D3U434,afdb,explicit_uniprot_removal
AF-A0A1C8DV45-model,A0A1C8DV45,afdb,explicit_uniprot_removal
AF-D6MJ97-model,D6MJ97,afdb,explicit_uniprot_removal
AF-D7NPL3-model,D7NPL3,afdb,explicit_uniprot_removal
AF-D6MJ85-model,D6MJ85,afdb,explicit_uniprot_removal
AF-C5IZN8-model,C5IZN8,afdb,explicit_uniprot_removal
AF-A0A0E3DC03-model,A0A0E3DC03,afdb,explicit_uniprot_removal
AF-A0A141AZ75-model,A0A141AZ75,afdb,explicit_uniprot_removal
AF-I6TMZ2-model,I6TMZ2,afdb,explicit_uniprot_removal
AF-Q5MD70-model,Q5MD70,afdb,explicit_uniprot_removal
AF-A0A8F2PX41-model,A0A8F2PX41,afdb,explicit_uniprot_removal
AF-D3U460-model,D3U460,afdb,explicit_uniprot_removal
AF-D7NSP4-model,D7NSP4,afdb,explicit_uniprot_removal
AF-A0A0N7A476-model,A0A0N7A476,afdb,explicit_uniprot_removal
AF-W0NTM2-model,W0NTM2,afdb,explicit_uniprot_removal
AF-D5FHI0-model,D5FHI0,afdb,explicit_uniprot_removal
AF-T1R380-model,T1R380,afdb,explicit_uniprot_removal
AF-U5IQG9-model,U5IQG9,afdb,explicit_uniprot_removal
AF-D3G9K2-model,D3G9K2,afdb,explicit_uniprot_removal
AF-D3U431-model,D3U431,afdb,explicit_uniprot_removal
AF-U5IRI1-model,U5IRI1,afdb,explicit_uniprot_removal
AF-A0A0X7YIW3-model,A0A0X7YIW3,afdb,explicit_uniprot_removal
AF-A0A0G4KBJ2-model,A0A0G4KBJ2,afdb,explicit_uniprot_removal
AF-J7JWK5-model,J7JWK5,afdb,explicit_uniprot_removal
AF-K9LD79-model,K9LD79,afdb,explicit_uniprot_removal
AF-C9WEN0-model,C9WEN0,afdb,explicit_uniprot_removal
AF-A0A0U2IVR5-model,A0A0U2IVR5,afdb,explicit_uniprot_removal
AF-F2VNG8-model,F2VNG8,afdb,explicit_uniprot_removal
AF-B8Y6A5-model,B8Y6A5,afdb,explicit_uniprot_removal
AF-A0A0E3DCQ5-model,A0A0E3DCQ5,afdb,explicit_uniprot_removal
AF-F8R8I8-model,F8R8I8,afdb,explicit_uniprot_removal
AF-F1CCR5-model,F1CCR5,afdb,explicit_uniprot_removal
AF-D2DKV9-model,D2DKV9,afdb,explicit_uniprot_removal
AF-A0A2U7NE42-model,A0A2U7NE42,afdb,explicit_uniprot_removal
AF-G1ENA5-model,G1ENA5,afdb,explicit_uniprot_removal
AF-G1EPB0-model,G1EPB0,afdb,explicit_uniprot_removal
AF-D3U423-model,D3U423,afdb,explicit_uniprot_removal
AF-A0A141AZ53-model,A0A141AZ53,afdb,explicit_uniprot_removal
AF-D7R0V9-model,D7R0V9,afdb,explicit_uniprot_removal
AF-A0A1C8DTH8-model,A0A1C8DTH8,afdb,explicit_uniprot_removal
AF-A0A0U5G6L0-model,A0A0U5G6L0,afdb,explicit_uniprot_removal
AF-E0WBY4-model,E0WBY4,afdb,explicit_uniprot_removal
AF-A0A482GLQ3-model,A0A482GLQ3,afdb,explicit_uniprot_removal
AF-Q53ZP1-model,Q53ZP1,afdb,explicit_uniprot_removal
AF-G0KXG9-model,G0KXG9,afdb,explicit_uniprot_removal
AF-A0A096XJU1-model,A0A096XJU1,afdb,explicit_uniprot_removal
AF-D2DKW3-model,D2DKW3,afdb,explicit_uniprot_removal
AF-H2BDN7-model,H2BDN7,afdb,explicit_uniprot_removal
AF-F2VP66-model,F2VP66,afdb,explicit_uniprot_removal
AF-D2DKW1-model,D2DKW1,afdb,explicit_uniprot_removal
AF-A0A3S6RF26-model,A0A3S6RF26,afdb,explicit_uniprot_removal
AF-D5FHJ2-model,D5FHJ2,afdb,explicit_uniprot_removal
AF-C7C5G5-model,C7C5G5,afdb,explicit_uniprot_removal
AF-M9PAJ4-model,M9PAJ4,afdb,explicit_uniprot_removal
AF-D2DKV8-model,D2DKV8,afdb,explicit_uniprot_removal
AF-A0A186VN46-model,A0A186VN46,afdb,explicit_uniprot_removal
AF-I6RUN0-model,I6RUN0,afdb,explicit_uniprot_removal
AF-G1ENZ3-model,G1ENZ3,afdb,explicit_uniprot_removal
AF-K7P5I8-model,K7P5I8,afdb,explicit_uniprot_removal
AF-D5FHQ2-model,D5FHQ2,afdb,explicit_uniprot_removal
AF-Q2L8A6-model,Q2L8A6,afdb,explicit_uniprot_removal
AF-D2DKU9-model,D2DKU9,afdb,explicit_uniprot_removal
AF-B2CZD9-model,B2CZD9,afdb,explicit_uniprot_removal
AF-A0A2I4PZ50-model,A0A2I4PZ50,afdb,explicit_uniprot_removal
AF-C9WEK7-model,C9WEK7,afdb,explicit_uniprot_removal
AF-A0A0K0KRA0-model,A0A0K0KRA0,afdb,explicit_uniprot_removal
AF-K9L7Q4-model,K9L7Q4,afdb,explicit_uniprot_removal
AF-E9LXZ7-model,E9LXZ7,afdb,explicit_uniprot_removal
AF-E9LXZ5-model,E9LXZ5,afdb,explicit_uniprot_removal
AF-A0A2H4G024-model,A0A2H4G024,afdb,explicit_uniprot_removal
AF-I6MHG2-model,I6MHG2,afdb,explicit_uniprot_removal
AF-A0A2I4PZM6-model,A0A2I4PZM6,afdb,explicit_uniprot_removal
AF-F8SKU8-model,F8SKU8,afdb,explicit_uniprot_removal
AF-I2B307-model,I2B307,afdb,explicit_uniprot_removal
AF-D5FHL1-model,D5FHL1,afdb,explicit_uniprot_removal
AF-A0A0X7YV41-model,A0A0X7YV41,afdb,explicit_uniprot_removal
AF-A0A288QXT9-model,A0A288QXT9,afdb,explicit_uniprot_removal
AF-Q53YS0-model,Q53YS0,afdb,explicit_uniprot_removal
AF-F8R8G5-model,F8R8G5,afdb,explicit_uniprot_removal
AF-Q9TQL5-model,Q9TQL5,afdb,explicit_uniprot_removal
AF-B1PL00-model,B1PL00,afdb,explicit_uniprot_removal
AF-G1EPB9-model,G1EPB9,afdb,explicit_uniprot_removal
AF-U5IRJ2-model,U5IRJ2,afdb,explicit_uniprot_removal
AF-A0A2H4G3X0-model,A0A2H4G3X0,afdb,explicit_uniprot_removal
AF-E0WN54-model,E0WN54,afdb,explicit_uniprot_removal
AF-D3U6A0-model,D3U6A0,afdb,explicit_uniprot_removal
AF-A0A180K1J1-model,A0A180K1J1,afdb,explicit_uniprot_removal
AF-D2DKZ0-model,D2DKZ0,afdb,explicit_uniprot_removal
AF-M9P9L2-model,M9P9L2,afdb,explicit_uniprot_removal
AF-E0X9J9-model,E0X9J9,afdb,explicit_uniprot_removal
AF-D5M8F1-model,D5M8F1,afdb,explicit_uniprot_removal
AF-A0A1Z2RTQ8-model,A0A1Z2RTQ8,afdb,explicit_uniprot_removal
AF-M9PNN5-model,M9PNN5,afdb,explicit_uniprot_removal
AF-A0A141AZ73-model,A0A141AZ73,afdb,explicit_uniprot_removal
AF-D5FZJ2-model,D5FZJ2,afdb,explicit_uniprot_removal
AF-C8XTP5-model,C8XTP5,afdb,explicit_uniprot_removal
AF-A0A0A7C4M4-model,A0A0A7C4M4,afdb,explicit_uniprot_removal
AF-A0A4Y5UJ97-model,A0A4Y5UJ97,afdb,explicit_uniprot_removal
AF-F6KRL3-model,F6KRL3,afdb,explicit_uniprot_removal
AF-A0A1C8DUF3-model,A0A1C8DUF3,afdb,explicit_uniprot_removal
AF-A0A0N6W7J1-model,A0A0N6W7J1,afdb,explicit_uniprot_removal
AF-A0A6F8ZCB5-model,A0A6F8ZCB5,afdb,explicit_uniprot_removal
AF-A0A4E0U1N6-model,A0A4E0U1N6,afdb,explicit_uniprot_removal
AF-A0A1X9I3Q1-model,A0A1X9I3Q1,afdb,explicit_uniprot_removal
AF-A0A186VNF9-model,A0A186VNF9,afdb,explicit_uniprot_removal
AF-D2DL18-model,D2DL18,afdb,explicit_uniprot_removal
AF-F2X5X4-model,F2X5X4,afdb,explicit_uniprot_removal
AF-A0A0E3DC45-model,A0A0E3DC45,afdb,explicit_uniprot_removal
AF-D2DKX2-model,D2DKX2,afdb,explicit_uniprot_removal
AF-A0A1C8DS72-model,A0A1C8DS72,afdb,explicit_uniprot_removal
AF-R4I3G4-model,R4I3G4,afdb,explicit_uniprot_removal
AF-E1U677-model,E1U677,afdb,explicit_uniprot_removal
AF-D6MJ82-model,D6MJ82,afdb,explicit_uniprot_removal
AF-F8R111-model,F8R111,afdb,explicit_uniprot_removal
AF-J9PWW7-model,J9PWW7,afdb,explicit_uniprot_removal
AF-E3SG78-model,E3SG78,afdb,explicit_uniprot_removal
AF-A0A1L2BM39-model,A0A1L2BM39,afdb,explicit_uniprot_removal
AF-D5FHJ0-model,D5FHJ0,afdb,explicit_uniprot_removal
AF-A0A858LJN4-model,A0A858LJN4,afdb,explicit_uniprot_removal
AF-J9PW44-model,J9PW44,afdb,explicit_uniprot_removal
AF-D3U6A3-model,D3U6A3,afdb,explicit_uniprot_removal
AF-D2DKV4-model,D2DKV4,afdb,explicit_uniprot_removal
AF-I6M539-model,I6M539,afdb,explicit_uniprot_removal
AF-S5CK39-model,S5CK39,afdb,explicit_uniprot_removal
AF-D3U774-model,D3U774,afdb,explicit_uniprot_removal
AF-R4QQS6-model,R4QQS6,afdb,explicit_uniprot_removal
AF-I6NN64-model,I6NN64,afdb,explicit_uniprot_removal
AF-F8RHD4-model,F8RHD4,afdb,explicit_uniprot_removal
AF-J9PVN8-model,J9PVN8,afdb,explicit_uniprot_removal
AF-K9L8E1-model,K9L8E1,afdb,explicit_uniprot_removal
AF-D3U769-model,D3U769,afdb,explicit_uniprot_removal
AF-M1FUR7-model,M1FUR7,afdb,explicit_uniprot_removal
AF-F1AQL8-model,F1AQL8,afdb,explicit_uniprot_removal
AF-H9BQ76-model,H9BQ76,afdb,explicit_uniprot_removal
AF-C5IZR7-model,C5IZR7,afdb,explicit_uniprot_removal
AF-A0A288Q8T6-model,A0A288Q8T6,afdb,explicit_uniprot_removal
AF-K7P5Y4-model,K7P5Y4,afdb,explicit_uniprot_removal
AF-G1EPA5-model,G1EPA5,afdb,explicit_uniprot_removal
AF-G9HW22-model,G9HW22,afdb,explicit_uniprot_removal
AF-C9WEM2-model,C9WEM2,afdb,explicit_uniprot_removal
AF-B0JE60-model,B0JE60,afdb,explicit_uniprot_removal
AF-D2DKV7-model,D2DKV7,afdb,explicit_uniprot_removal
AF-D3U773-model,D3U773,afdb,explicit_uniprot_removal
AF-D5G1R0-model,D5G1R0,afdb,explicit_uniprot_removal
AF-F6KRK6-model,F6KRK6,afdb,explicit_uniprot_removal
AF-D2DKX7-model,D2DKX7,afdb,explicit_uniprot_removal
AF-D7NNQ9-model,D7NNQ9,afdb,explicit_uniprot_removal
AF-A0A1L2BM59-model,A0A1L2BM59,afdb,explicit_uniprot_removal
AF-A0A288QBX4-model,A0A288QBX4,afdb,explicit_uniprot_removal
AF-A0A0N7A486-model,A0A0N7A486,afdb,explicit_uniprot_removal
AF-I6NS70-model,I6NS70,afdb,explicit_uniprot_removal
AF-O19796-model,O19796,afdb,explicit_uniprot_removal
AF-A0A0A7C7S1-model,A0A0A7C7S1,afdb,explicit_uniprot_removal
AF-F6KRP3-model,F6KRP3,afdb,explicit_uniprot_removal
AF-K0DCK3-model,K0DCK3,afdb,explicit_uniprot_removal
AF-Q27I52-model,Q27I52,afdb,explicit_uniprot_removal
AF-D2DKW0-model,D2DKW0,afdb,explicit_uniprot_removal
AF-E2DH77-model,E2DH77,afdb,explicit_uniprot_removal
AF-G1ENY0-model,G1ENY0,afdb,explicit_uniprot_removal
AF-A0A0A7C7B2-model,A0A0A7C7B2,afdb,explicit_uniprot_removal
AF-D2DL15-model,D2DL15,afdb,explicit_uniprot_removal
AF-C8C9V8-model,C8C9V8,afdb,explicit_uniprot_removal
AF-B2CZD8-model,B2CZD8,afdb,explicit_uniprot_removal
AF-A0A1L2BM56-model,A0A1L2BM56,afdb,explicit_uniprot_removal
AF-A0A186VMY7-model,A0A186VMY7,afdb,explicit_uniprot_removal
AF-A0A2U7N3A1-model,A0A2U7N3A1,afdb,explicit_uniprot_removal
AF-D5FHI2-model,D5FHI2,afdb,explicit_uniprot_removal
AF-F2X614-model,F2X614,afdb,explicit_uniprot_removal
AF-C7FDP4-model,C7FDP4,afdb,explicit_uniprot_removal
AF-A0A0K0KR12-model,A0A0K0KR12,afdb,explicit_uniprot_removal
AF-A0A288QC03-model,A0A288QC03,afdb,explicit_uniprot_removal
AF-A0A0A7C3R2-model,A0A0A7C3R2,afdb,explicit_uniprot_removal
AF-E5G0Y1-model,E5G0Y1,afdb,explicit_uniprot_removal
AF-E2DH81-model,E2DH81,afdb,explicit_uniprot_removal
AF-D5FHQ5-model,D5FHQ5,afdb,explicit_uniprot_removal
AF-Q9TPU2-model,Q9TPU2,afdb,explicit_uniprot_removal
AF-D6MJB3-model,D6MJB3,afdb,explicit_uniprot_removal
AF-E9LXZ3-model,E9LXZ3,afdb,explicit_uniprot_removal
AF-E7D4X3-model,E7D4X3,afdb,explicit_uniprot_removal
AF-I6RCW7-model,I6RCW7,afdb,explicit_uniprot_removal
AF-D5M8G8-model,D5M8G8,afdb,explicit_uniprot_removal
AF-G9HW30-model,G9HW30,afdb,explicit_uniprot_removal
AF-G1EP38-model,G1EP38,afdb,explicit_uniprot_removal
AF-D3U450-model,D3U450,afdb,explicit_uniprot_removal
AF-F6KRI9-model,F6KRI9,afdb,explicit_uniprot_removal
AF-M1FXS8-model,M1FXS8,afdb,explicit_uniprot_removal
AF-A0A0G2R0N8-model,A0A0G2R0N8,afdb,explicit_uniprot_removal
AF-A1DZU4-model,A1DZU4,afdb,explicit_uniprot_removal
AF-E3SWF6-model,E3SWF6,afdb,explicit_uniprot_removal
AF-F2X5Z7-model,F2X5Z7,afdb,explicit_uniprot_removal
AF-D7NPB3-model,D7NPB3,afdb,explicit_uniprot_removal
AF-C9WEK9-model,C9WEK9,afdb,explicit_uniprot_removal
AF-U6JME0-model,U6JME0,afdb,explicit_uniprot_removal
AF-J7F7A8-model,J7F7A8,afdb,explicit_uniprot_removal
AF-D2DKY0-model,D2DKY0,afdb,explicit_uniprot_removal
AF-D2DKW7-model,D2DKW7,afdb,explicit_uniprot_removal
AF-D5FZI5-model,D5FZI5,afdb,explicit_uniprot_removal
AF-Q8MHN7-model,Q8MHN7,afdb,explicit_uniprot_removal
AF-U5IQL3-model,U5IQL3,afdb,explicit_uniprot_removal
AF-A0A0A7C7G5-model,A0A0A7C7G5,afdb,explicit_uniprot_removal
AF-D5FZV9-model,D5FZV9,afdb,explicit_uniprot_removal
AF-D2DKW2-model,D2DKW2,afdb,explicit_uniprot_removal
AF-A0A5H2UV08-model,A0A5H2UV08,afdb,explicit_uniprot_removal
AF-F6KRN0-model,F6KRN0,afdb,explicit_uniprot_removal
AF-X2KYR1-model,X2KYR1,afdb,explicit_uniprot_removal
AF-M1F4U4-model,M1F4U4,afdb,explicit_uniprot_removal
AF-C9E1D2-model,C9E1D2,afdb,explicit_uniprot_removal
AF-G1EP39-model,G1EP39,afdb,explicit_uniprot_removal
AF-A0A0A7C4L8-model,A0A0A7C4L8,afdb,explicit_uniprot_removal
AF-I6NN70-model,I6NN70,afdb,explicit_uniprot_removal
AF-A5JSF8-model,A5JSF8,afdb,explicit_uniprot_removal
AF-V5P5S1-model,V5P5S1,afdb,explicit_uniprot_removal
AF-F2X5Y5-model,F2X5Y5,afdb,explicit_uniprot_removal
AF-A2TEL8-model,A2TEL8,afdb,explicit_uniprot_removal
AF-A0A0K0KRW8-model,A0A0K0KRW8,afdb,explicit_uniprot_removal
AF-K9LD70-model,K9LD70,afdb,explicit_uniprot_removal
AF-G1EP94-model,G1EP94,afdb,explicit_uniprot_removal
AF-W0NT88-model,W0NT88,afdb,explicit_uniprot_removal
AF-G1EP76-model,G1EP76,afdb,explicit_uniprot_removal
AF-M9WP43-model,M9WP43,afdb,explicit_uniprot_removal
AF-A0A0A7C834-model,A0A0A7C834,afdb,explicit_uniprot_removal
AF-G1END9-model,G1END9,afdb,explicit_uniprot_removal
AF-D5FHJ4-model,D5FHJ4,afdb,explicit_uniprot_removal
AF-A0A2I4PYZ2-model,A0A2I4PYZ2,afdb,explicit_uniprot_removal
AF-A0A0A7C6Z1-model,A0A0A7C6Z1,afdb,explicit_uniprot_removal
AF-H2BDP1-model,H2BDP1,afdb,explicit_uniprot_removal
AF-D7NSQ0-model,D7NSQ0,afdb,explicit_uniprot_removal
AF-D2DKY7-model,D2DKY7,afdb,explicit_uniprot_removal
AF-A0A0A7C4K2-model,A0A0A7C4K2,afdb,explicit_uniprot_removal
AF-D7NP96-model,D7NP96,afdb,explicit_uniprot_removal
AF-A0A1S5QQV3-model,A0A1S5QQV3,afdb,explicit_uniprot_removal
AF-Q1KLJ7-model,Q1KLJ7,afdb,explicit_uniprot_removal
AF-D5FHN9-model,D5FHN9,afdb,explicit_uniprot_removal
AF-C9WEM9-model,C9WEM9,afdb,explicit_uniprot_removal
AF-G1EP86-model,G1EP86,afdb,explicit_uniprot_removal
AF-Q3BK09-model,Q3BK09,afdb,explicit_uniprot_removal
AF-G9HRP9-model,G9HRP9,afdb,explicit_uniprot_removal
AF-A5HJL0-model,A5HJL0,afdb,explicit_uniprot_removal
AF-F8R128-model,F8R128,afdb,explicit_uniprot_removal
AF-J7F565-model,J7F565,afdb,explicit_uniprot_removal
AF-C9WEK4-model,C9WEK4,afdb,explicit_uniprot_removal
AF-E2GJD2-model,E2GJD2,afdb,explicit_uniprot_removal
AF-Q9TPV7-model,Q9TPV7,afdb,explicit_uniprot_removal
AF-Q1G4P1-model,Q1G4P1,afdb,explicit_uniprot_removal
AF-F2X5X1-model,F2X5X1,afdb,explicit_uniprot_removal
AF-A0A0A7C7L3-model,A0A0A7C7L3,afdb,explicit_uniprot_removal
AF-A0A2H4FZD8-model,A0A2H4FZD8,afdb,explicit_uniprot_removal
AF-G1EPH1-model,G1EPH1,afdb,explicit_uniprot_removal
AF-A0A164D2Y1-model,A0A164D2Y1,afdb,explicit_uniprot_removal
AF-E1U671-model,E1U671,afdb,explicit_uniprot_removal
AF-M9P8G5-model,M9P8G5,afdb,explicit_uniprot_removal
AF-A0A7S5GRU0-model,A0A7S5GRU0,afdb,explicit_uniprot_removal
AF-H9BQ77-model,H9BQ77,afdb,explicit_uniprot_removal
AF-A0A1S5QQQ7-model,A0A1S5QQQ7,afdb,explicit_uniprot_removal
AF-G1EP90-model,G1EP90,afdb,explicit_uniprot_removal
AF-F8SKT2-model,F8SKT2,afdb,explicit_uniprot_removal
AF-E7BY92-model,E7BY92,afdb,explicit_uniprot_removal
AF-C9WEK5-model,C9WEK5,afdb,explicit_uniprot_removal
AF-L7ZD04-model,L7ZD04,afdb,explicit_uniprot_removal
AF-A8YQI5-model,A8YQI5,afdb,explicit_uniprot_removal
AF-D6MJB4-model,D6MJB4,afdb,explicit_uniprot_removal
AF-Q1PBJ9-model,Q1PBJ9,afdb,explicit_uniprot_removal
AF-L7PFY9-model,L7PFY9,afdb,explicit_uniprot_removal
AF-A0SY05-model,A0SY05,afdb,explicit_uniprot_removal
AF-D5L9B6-model,D5L9B6,afdb,explicit_uniprot_removal
AF-C8XTN1-model,C8XTN1,afdb,explicit_uniprot_removal
AF-I6NN01-model,I6NN01,afdb,explicit_uniprot_removal
AF-D3JT98-model,D3JT98,afdb,explicit_uniprot_removal
AF-C9WEM0-model,C9WEM0,afdb,explicit_uniprot_removal
AF-G1EP13-model,G1EP13,afdb,explicit_uniprot_removal
AF-A0A0A7C3S9-model,A0A0A7C3S9,afdb,explicit_uniprot_removal
AF-G1EP35-model,G1EP35,afdb,explicit_uniprot_removal
AF-D5M8G2-model,D5M8G2,afdb,explicit_uniprot_removal
AF-D5FHH4-model,D5FHH4,afdb,explicit_uniprot_removal
AF-A0A0A7C7Q9-model,A0A0A7C7Q9,afdb,explicit_uniprot_removal
AF-C6K4E0-model,C6K4E0,afdb,explicit_uniprot_removal
AF-D7NNR8-model,D7NNR8,afdb,explicit_uniprot_removal
AF-G1EP11-model,G1EP11,afdb,explicit_uniprot_removal
AF-D6ML31-model,D6ML31,afdb,explicit_uniprot_removal
AF-G0KXI5-model,G0KXI5,afdb,explicit_uniprot_removal
AF-D2DKZ5-model,D2DKZ5,afdb,explicit_uniprot_removal
AF-I3QHQ6-model,I3QHQ6,afdb,explicit_uniprot_removal
AF-D9U3G5-model,D9U3G5,afdb,explicit_uniprot_removal
AF-G1EP70-model,G1EP70,afdb,explicit_uniprot_removal
AF-D2DKW5-model,D2DKW5,afdb,explicit_uniprot_removal
AF-A0A141AZ44-model,A0A141AZ44,afdb,explicit_uniprot_removal
AF-A0A858B730-model,A0A858B730,afdb,explicit_uniprot_removal
AF-M9P985-model,M9P985,afdb,explicit_uniprot_removal
AF-A0A5H2UYR0-model,A0A5H2UYR0,afdb,explicit_uniprot_removal
AF-I6RGV3-model,I6RGV3,afdb,explicit_uniprot_removal
AF-E2D5L0-model,E2D5L0,afdb,explicit_uniprot_removal
AF-A5YVG3-model,A5YVG3,afdb,explicit_uniprot_removal
AF-G1ENB7-model,G1ENB7,afdb,explicit_uniprot_removal
AF-A0A180H643-model,A0A180H643,afdb,explicit_uniprot_removal
AF-D2XUR6-model,D2XUR6,afdb,explicit_uniprot_removal
AF-D2DKX6-model,D2DKX6,afdb,explicit_uniprot_removal
AF-C7FDP9-model,C7FDP9,afdb,explicit_uniprot_removal
AF-A0A0G2R0Q2-model,A0A0G2R0Q2,afdb,explicit_uniprot_removal
AF-Q9MYF8-model,Q9MYF8,afdb,explicit_uniprot_removal
AF-I6MHH0-model,I6MHH0,afdb,explicit_uniprot_removal
AF-D3U432-model,D3U432,afdb,explicit_uniprot_removal
AF-H2BDP9-model,H2BDP9,afdb,explicit_uniprot_removal
AF-K7P623-model,K7P623,afdb,explicit_uniprot_removal
AF-E0WN53-model,E0WN53,afdb,explicit_uniprot_removal
AF-F2X5X6-model,F2X5X6,afdb,explicit_uniprot_removal
AF-G1ENC9-model,G1ENC9,afdb,explicit_uniprot_removal
AF-J9PVC8-model,J9PVC8,afdb,explicit_uniprot_removal
AF-G1EP87-model,G1EP87,afdb,explicit_uniprot_removal
AF-D3U483-model,D3U483,afdb,explicit_uniprot_removal
AF-C9WEL5-model,C9WEL5,afdb,explicit_uniprot_removal
AF-D7R8B1-model,D7R8B1,afdb,explicit_uniprot_removal
AF-G0ZDS8-model,G0ZDS8,afdb,explicit_uniprot_removal
AF-M1FYE2-model,M1FYE2,afdb,explicit_uniprot_removal
AF-H2BDP2-model,H2BDP2,afdb,explicit_uniprot_removal
AF-G0KXI8-model,G0KXI8,afdb,explicit_uniprot_removal
AF-J7F4Z8-model,J7F4Z8,afdb,explicit_uniprot_removal
AF-C8CH63-model,C8CH63,afdb,explicit_uniprot_removal
AF-E0WBX2-model,E0WBX2,afdb,explicit_uniprot_removal
AF-A0A125T5D0-model,A0A125T5D0,afdb,explicit_uniprot_removal
AF-E2DH70-model,E2DH70,afdb,explicit_uniprot_removal
AF-D5FHP5-model,D5FHP5,afdb,explicit_uniprot_removal
AF-Q9MYA9-model,Q9MYA9,afdb,explicit_uniprot_removal
AF-F2VP70-model,F2VP70,afdb,explicit_uniprot_removal
AF-Q2I0Z0-model,Q2I0Z0,afdb,explicit_uniprot_removal
AF-E0YTG7-model,E0YTG7,afdb,explicit_uniprot_removal
AF-A7MAP2-model,A7MAP2,afdb,explicit_uniprot_removal
AF-A0A0A7C3T3-model,A0A0A7C3T3,afdb,explicit_uniprot_removal
AF-G9HW77-model,G9HW77,afdb,explicit_uniprot_removal
AF-A0A7T3RIT2-model,A0A7T3RIT2,afdb,explicit_uniprot_removal
AF-M1FXE6-model,M1FXE6,afdb,explicit_uniprot_removal
AF-H9C5J5-model,H9C5J5,afdb,explicit_uniprot_removal
AF-A0A0N7A653-model,A0A0N7A653,afdb,explicit_uniprot_removal
AF-G0KXH6-model,G0KXH6,afdb,explicit_uniprot_removal
AF-A0A0A7C4C4-model,A0A0A7C4C4,afdb,explicit_uniprot_removal
AF-A0A0A7C7A8-model,A0A0A7C7A8,afdb,explicit_uniprot_removal
AF-D2DKW4-model,D2DKW4,afdb,explicit_uniprot_removal
AF-A0A0A7C3S8-model,A0A0A7C3S8,afdb,explicit_uniprot_removal
AF-A0A0K0KRA9-model,A0A0K0KRA9,afdb,explicit_uniprot_removal
AF-A0A0X7YL67-model,A0A0X7YL67,afdb,explicit_uniprot_removal
AF-E7BY88-model,E7BY88,afdb,explicit_uniprot_removal
AF-V5JAE0-model,V5JAE0,afdb,explicit_uniprot_removal
AF-D7NP78-model,D7NP78,afdb,explicit_uniprot_removal
AF-D5FHI1-model,D5FHI1,afdb,explicit_uniprot_removal
AF-A0A1L2BM48-model,A0A1L2BM48,afdb,explicit_uniprot_removal
AF-F4YZT1-model,F4YZT1,afdb,explicit_uniprot_removal
AF-A0A2I4PZN8-model,A0A2I4PZN8,afdb,explicit_uniprot_removal
AF-D5FHN1-model,D5FHN1,afdb,explicit_uniprot_removal
AF-A0A0A7C4E0-model,A0A0A7C4E0,afdb,explicit_uniprot_removal
AF-F2X606-model,F2X606,afdb,explicit_uniprot_removal
AF-A0A0E3DD78-model,A0A0E3DD78,afdb,explicit_uniprot_removal
AF-M9PA13-model,M9PA13,afdb,explicit_uniprot_removal
AF-D3U436-model,D3U436,afdb,explicit_uniprot_removal
AF-U5YRJ1-model,U5YRJ1,afdb,explicit_uniprot_removal
AF-A0A288Q9N3-model,A0A288Q9N3,afdb,explicit_uniprot_removal
AF-J9PVA6-model,J9PVA6,afdb,explicit_uniprot_removal
AF-A0A1C8DVA2-model,A0A1C8DVA2,afdb,explicit_uniprot_removal
AF-D5M8H1-model,D5M8H1,afdb,explicit_uniprot_removal
AF-M9P8Q8-model,M9P8Q8,afdb,explicit_uniprot_removal
AF-A0A0E3DC63-model,A0A0E3DC63,afdb,explicit_uniprot_removal
AF-F8SKT9-model,F8SKT9,afdb,explicit_uniprot_removal
AF-H9C5J2-model,H9C5J2,afdb,explicit_uniprot_removal
AF-A0A0A7C3V4-model,A0A0A7C3V4,afdb,explicit_uniprot_removal
AF-F6KRK0-model,F6KRK0,afdb,explicit_uniprot_removal
AF-A0A109V397-model,A0A109V397,afdb,explicit_uniprot_removal
AF-G0KXI9-model,G0KXI9,afdb,explicit_uniprot_removal
AF-C5IZL9-model,C5IZL9,afdb,explicit_uniprot_removal
AF-E3SG79-model,E3SG79,afdb,explicit_uniprot_removal
AF-A8VYN1-model,A8VYN1,afdb,explicit_uniprot_removal
AF-A0A0X7YIX8-model,A0A0X7YIX8,afdb,explicit_uniprot_removal
AF-Q9TPQ6-model,Q9TPQ6,afdb,explicit_uniprot_removal
AF-G1ENY8-model,G1ENY8,afdb,explicit_uniprot_removal
AF-I3UI48-model,I3UI48,afdb,explicit_uniprot_removal
AF-G1ENC4-model,G1ENC4,afdb,explicit_uniprot_removal
AF-C9WEL7-model,C9WEL7,afdb,explicit_uniprot_removal
AF-D7NQT5-model,D7NQT5,afdb,explicit_uniprot_removal
AF-E9LXZ4-model,E9LXZ4,afdb,explicit_uniprot_removal
AF-A0A2H4G016-model,A0A2H4G016,afdb,explicit_uniprot_removal
AF-A0A858B8W9-model,A0A858B8W9,afdb,explicit_uniprot_removal
AF-M1F4C2-model,M1F4C2,afdb,explicit_uniprot_removal
AF-A0A288Q9M5-model,A0A288Q9M5,afdb,explicit_uniprot_removal
AF-G1BEX4-model,G1BEX4,afdb,explicit_uniprot_removal
AF-I3VZ07-model,I3VZ07,afdb,explicit_uniprot_removal
AF-D7NSP5-model,D7NSP5,afdb,explicit_uniprot_removal
