pdb_id,chain,res_start,res_end,uniprot_id,target_length,mapped_length,uniprot_name,uniprot_length,organism,gene_name,entry_status,belongs_to,possibly_chimeric,grouped_gene_assigned,gene_name_assigned,organism_assigned,comments,resolution
9BL4,A,1,180,I3ZN84,180,362,HLA-B alpha chain (B*5703GB),362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,75"
4QRT,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,40"
8RJ5,A,1,180,A0A5H2UYS3,180,367,MHC class I antigen,367,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"3,02"
6VB3,A,2,181,F4NBQ1,180,337,MHC class I antigen,337,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,00"
8FJB,A,1,180,Q861F7,180,341,MHC class I antigen,341,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"3,06"
5D2L,A,1,179,P04439,179,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,51"
6EQB,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,81"
6PYW,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,38"
7CIR,A,1,180,O78189,180,362,MHC class I antigen,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,81"
3QEQ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,59"
5IB5,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,49"
2P5W,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,20"
3MV8,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,10"
3WUW,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,00"
5B39,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,50"
3UPR,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,00"
3O3D,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,70"
8GVG,H,1,180,F6IQZ4,180,337,MHC class I antigen,337,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"3,37"
2C7U,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,38"
4GKN,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,75"
1KTL,A,1,179,P13747,179,358,"HLA class I histocompatibility antigen, alpha chain E",358,Homo sapiens,HLA-E,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,10"
6Y2B,A,1,180,A0A2R7Z5J3,180,362,Lymphocyte antigen HLA-B27,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,37"
2X4U,D,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,10"
3SKM,A,1,173,P01889,173,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,80"
8RCV,A,1,180,C5IYE8,180,362,HLA class I histocompatibility antigen B alpha chain,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,65"
6Y29,A,1,180,A0A2R7Z5J3,180,362,Lymphocyte antigen HLA-B27,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,28"
4EUP,D,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,88"
3LV3,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,94"
2AXF,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,80"
3BP7,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,80"
1TMC,A,1,174,P04439,174,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,30"
3KPN,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,00"
3QDJ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,30"
5WMR,A,1,170,P01889,170,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,58"
7RE7,D,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",371,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,55"
5DEG,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,83"
5IB1,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,91"
4G9D,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,60"
8VRA,A,1,178,P04439,178,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,12"
2VLR,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,30"
3BP4,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,85"
6VQD,A,1,180,O78189,180,362,MHC class I antigen,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,88"
8HN4,A,2,179,F6IR24,178,337,MHC class I antigen,337,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,85"
1M05,A,1,172,P01889,172,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,90"
7DYN,A,1,180,O78189,180,362,MHC class I antigen,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,00"
6Y28,A,1,180,A0A6B7HFJ9,180,362,MHC class I antigen,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,69"
7CIS,A,1,180,O78189,180,362,MHC class I antigen,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,10"
1KPR,A,1,179,P13747,179,358,"HLA class I histocompatibility antigen, alpha chain E",358,Homo sapiens,HLA-E,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,80"
4G9F,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,90"
5D2N,H,2,179,P04439,178,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,10"
1A1M,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,30"
3BO8,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,80"
6EI2,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,61"
6Y27,A,1,180,A0A2R7Z5J3,180,362,Lymphocyte antigen HLA-B27,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,38"
4G8I,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,60"
8ESB,A,1,180,Q53Z42,180,365,HLA class I antigen,365,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"3,12"
8RRO,C,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,50"
6VPZ,A,1,180,O78189,180,362,MHC class I antigen,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,10"
1UXW,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,71"
8YIV,A,1,180,F6IQR9,180,337,MHC class I antigen,337,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,10"
3CZF,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,20"
1HSA,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,10"
5IB4,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,95"
2A83,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,40"
2BSR,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,30"
9C6W,A,113,292,Q9NX02,180,1062,"NACHT, LRR and PYD domains-containing protein 2",1062,Homo sapiens,NLRP2,Uniprotkb reviewed (swiss-prot),Belongs to the NLRP family,yes,,,,,"1,70"
9C6W,A,113,292,P61769,180,119,Beta-2-microglobulin,119,Homo sapiens,B2M,Uniprotkb reviewed (swiss-prot),Belongs to the beta-2-microglobulin family,yes,,,,,"1,70"
9C6W,A,113,292,I3ZN83,180,362,MHC class I antigen,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,yes,HLA-B_trimer,,,,"1,70"
8T7R,i,1,180,F6IQR9,180,337,MHC class I antigen,337,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"3,84"
1OF2,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,20"
8VR9,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,06"
8T6M,E,1,180,I3QHR3,180,181,MHC class I antigen,181,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"3,14"
7CIQ,A,1,180,O78189,180,362,MHC class I antigen,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,59"
5VGE,A,1,179,P10321,179,366,"HLA class I histocompatibility antigen, C alpha chain",366,Homo sapiens,HLA-C,Uniprotkb reviewed (swiss-prot),,,,,,,"2,60"
6APN,A,113,292,P03129,180,98,Protein E7,98,Human papillomavirus type 16,E7,Uniprotkb reviewed (swiss-prot),Belongs to the papillomaviridae E7 protein family,yes,,,,,"2,22"
6APN,A,113,292,P61769,180,119,Beta-2-microglobulin,119,Homo sapiens,B2M,Uniprotkb reviewed (swiss-prot),Belongs to the beta-2-microglobulin family,yes,,,,,"2,22"
6APN,A,113,292,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,yes,HLA-A_trimer,,,,"2,22"
6UON,D,1,179,C1K0Y1,179,366,HLA class I antigen,366,Homo sapiens,HLA-Cw,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"3,50"
8YJ2,A,1,180,F6IQR9,180,337,MHC class I antigen,337,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,26"
9C6V,A,116,295,Q9NX02,180,1062,"NACHT, LRR and PYD domains-containing protein 2",1062,Homo sapiens,NLRP2,Uniprotkb reviewed (swiss-prot),Belongs to the NLRP family,yes,,,,,"1,70"
9C6V,A,116,295,P61769,180,119,Beta-2-microglobulin,119,Homo sapiens,B2M,Uniprotkb reviewed (swiss-prot),Belongs to the beta-2-microglobulin family,yes,,,,,"1,70"
9C6V,A,116,295,I3ZN83,180,362,MHC class I antigen,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,yes,HLA-B_trimer,,,,"1,70"
5IB2,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,44"
3B6S,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,80"
1OGT,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,47"
7N2Q,A,1,180,A3F718,180,296,MHC class I antigen,296,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,70"
6Y2A,A,1,180,A0A6B7HFJ9,180,362,MHC class I antigen,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,25"
8V50,A,1,179,O19626,179,322,HLA-B35,322,Homo sapiens,B-3501,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,65"
8GVI,H,1,180,F6IQZ4,180,337,MHC class I antigen,337,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"3,30"
3CII,A,1,179,P13747,179,358,"HLA class I histocompatibility antigen, alpha chain E",358,Homo sapiens,HLA-E,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"4,41"
7QPD,M,1,178,P04439,178,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,73"
4U1K,A,2,180,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,09"
1JGE,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"2,10"
5IB3,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,91"
1UXS,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",362,Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,,,,,,"1,55"
2HLA,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,60"
8EC5,A,1,161,Q5SS57,161,362,HLA class I antigen,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,22"
8VRB,A,1,180,A0A3G8GE10,180,365,HLA-A antigen,365,Homo sapiens,Missing entry,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,HLA-A,,,"3,25"
1QQD,A,1,179,P10321,179,366,"HLA class I histocompatibility antigen, C alpha chain",366,Homo sapiens,HLA-C,Uniprotkb reviewed (swiss-prot),,,,,,,"2,70"
7DUU,A,1,179,F6IQA6,179,349,MHC class I antigen,349,Homo sapiens,HLA-C,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,51"
1EFX,A,2,180,P10321,179,366,"HLA class I histocompatibility antigen, C alpha chain",366,Homo sapiens,HLA-C,Uniprotkb reviewed (swiss-prot),,,,,,,"3,00"
8ESA,A,1,180,P61769,180,119,Beta-2-microglobulin,119,Homo sapiens,B2M,Uniprotkb reviewed (swiss-prot),Belongs to the beta-2-microglobulin family,yes,,,,,"3,40"
8ESA,A,1,180,Q53Z42,180,365,HLA class I antigen,365,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,yes,HLA-A,,,Not single chain or chimera,"3,40"
8TMU,A,1,179,A0A583ZBV1,179,362,MHC class I antigen,362,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,90"
3RWC,A,1,180,Q9GJ77,180,361,Major histocompatibility complex class I,361,Macaca mulatta,MHCI-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,50"
4ZUS,A,1,179,Q860N6,179,357,Classical MHC class I antigen,357,Equus caballus,Missing entry,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,Eqca-N*00602,,,"2,60"
3RWI,A,1,179,Q9GJ77,179,361,Major histocompatibility complex class I,361,Macaca mulatta,MHCI-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,01"
1IM9,A,1,179,P10321,179,366,"HLA class I histocompatibility antigen, C alpha chain",366,Homo sapiens,HLA-C,Uniprotkb reviewed (swiss-prot),,,,,,,"2,80"
3RWH,A,1,180,Q9GJ77,180,361,Major histocompatibility complex class I,361,Macaca mulatta,MHCI-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,60"
3RWD,A,1,179,Q9GJ77,179,361,Major histocompatibility complex class I,361,Macaca mulatta,MHCI-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,60"
3RWE,A,1,179,Q9GJ77,179,361,Major histocompatibility complex class I,361,Macaca mulatta,MHCI-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,40"
4ZUW,A,1,180,Q860N6,180,357,Classical MHC class I antigen,357,Equus caballus,Missing entry,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,Eqca-N*00601,,,"2,60"
3RWF,A,1,179,Q9GJ77,179,361,Major histocompatibility complex class I,361,Macaca mulatta,MHCI-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,60"
4ZUU,A,1,180,Q860N6,180,357,Classical MHC class I antigen,357,Equus caballus,Missing entry,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,Eqca-N*00602,,,"2,20"
5E6I,I,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",365,Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"4,00"
3RWJ,A,1,179,Q9GJ77,179,361,Major histocompatibility complex class I,361,Macaca mulatta,MHCI-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,70"
6IWG,A,1,180,B2ZHY7,180,359,B protein,359,Macaca mulatta,Mamu-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,80"
5XMF,A,1,179,C6ZK72,179,362,MHC class I antigen,362,Felis catus,FLA-I,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,10"
4ZUV,A,3,180,Q860N6,178,357,Classical MHC class I antigen,357,Equus caballus,Missing entry,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,Eqca-N*00602,,,"2,30"
3JTS,A,1,180,Q30597,180,357,MHC class I Mamu-A*02,357,Macaca mulatta,Missing entry,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,Mamu-A,,,"2,80"
8HT1,A,1,179,G1PNR4,179,365,Ig-like domain-containing protein,365,Myotis lucifugus,LOC102433344,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,40"
7CJQ,A,1,179,O46882,179,361,MHC class I DLA-88,361,Canis lupus familiaris,Missing entry,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,DLA-88,,,"2,70"
6L9K,A,1,175,P01897,175,362,"H-2 class I histocompatibility antigen, L-D alpha chain",362,Mus musculus,H2-L,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,80"
6JQ2,A,1,179,P01901,179,369,"H-2 class I histocompatibility antigen, K-B alpha chain",369,Mus musculus,H2-K1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,40"
5XMM,A,1,179,C6ZK72,179,362,MHC class I antigen,362,Felis catus,FLA-I,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,90"
6L9N,A,2,180,P01897,179,362,"H-2 class I histocompatibility antigen, L-D alpha chain",362,Mus musculus,H2-L,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,60"
6LT6,A,1,179,B2ZHY7,179,359,B protein,359,Macaca mulatta,Mamu-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,15"
4ZUT,A,1,180,Q860N6,180,357,Classical MHC class I antigen,357,Equus caballus,Missing entry,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,Eqca-N*00602,,,"2,60"
4ZFZ,A,2,180,K4MU32,179,362,B protein,362,Macaca mulatta,Mamu-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,76"
3JTT,A,1,180,Q30597,180,357,MHC class I Mamu-A*02,357,Macaca mulatta,Missing entry,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,Mamu-A,,,"2,80"
8HSO,A,1,179,G1PNR4,179,365,Ig-like domain-containing protein,365,Myotis lucifugus,LOC102433344,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,10"
3RWG,A,1,180,Q9GJ77,180,361,Major histocompatibility complex class I,361,Macaca mulatta,MHCI-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,10"
2E7L,E,1,175,P01897,175,362,"H-2 class I histocompatibility antigen, L-D alpha chain",362,Mus musculus,H2-L,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,50"
6LB2,A,2,181,A0A1E1GJG5,180,362,B protein,362,Macaca mulatta,Mamu-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,69"
5F1N,A,1,180,J9UGS3,180,278,MHC class I antigen,278,Canis lupus familiaris,DLA-88,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,00"
1KPV,A,1,178,P01901,178,369,"H-2 class I histocompatibility antigen, K-B alpha chain",369,Mus musculus,H2-K1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,71"
6IWH,A,1,180,B2ZHY7,180,359,B protein,359,Macaca mulatta,Mamu-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,95"
4HUV,A,1,179,P01899,179,362,"H-2 class I histocompatibility antigen, D-B alpha chain",362,Mus musculus,H2-D1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,50"
7BYD,A,1,179,B2ZHY7,179,359,B protein,359,Macaca mulatta,Mamu-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,80"
5J6H,A,1,179,P01898,179,325,"H-2 class I histocompatibility antigen, Q10 alpha chain",325,Mus musculus,H2-Q10,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,30"
1S7Q,A,1,178,P01901,178,369,"H-2 class I histocompatibility antigen, K-B alpha chain",369,Mus musculus,H2-K1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,99"
1S7S,A,1,178,P01901,178,369,"H-2 class I histocompatibility antigen, K-B alpha chain",369,Mus musculus,H2-K1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,99"
4PGD,A,1,178,P01901,178,369,"H-2 class I histocompatibility antigen, K-B alpha chain",369,Mus musculus,H2-K1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,70"
5GR7,A,1,179,P01902,179,368,"H-2 class I histocompatibility antigen, K-D alpha chain",368,Mus musculus,H2-K1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,40"
7WCY,A,1,178,P01901,178,369,"H-2 class I histocompatibility antigen, K-B alpha chain",369,Mus musculus,H2-K1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,36"
1S7R,A,1,178,P01901,178,369,"H-2 class I histocompatibility antigen, K-B alpha chain",369,Mus musculus,H2-K1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,95"
1RJY,A,1,179,P01901,179,369,"H-2 class I histocompatibility antigen, K-B alpha chain",369,Mus musculus,H2-K1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,90"
